Userid,Degree 1,Degree 1 Specializations,Known Languages,Key Skills,Career Objective,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,B.E.,Computer Science & Engineering,"HTML,CSS",C; Java; cpp; HTML; Basic-Python; MySQL,"To pursue a highly challenging and creative career, where I can apply my existing knowledge and creativity, acquire new skills and contribute effectively to the organization.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,B.E.,Computer Science & Engineering,Html; Wordpress; Css,C; Drupal-(CMS); Bootstrap; Wordpress-(CMS); HTML; Adobe-Photoshop; MYSQL; JavaScript-(Beginner); Python-(Beginner); CSS,To prove myself dedicated worthful and energetic support in an organization that gives me a scope to apply my knowledge and seeking a challenging position and providing benefits to the company with my performance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,B.E.,Computer Science & Engineering,"Python,Robotics", JAVA; Operating-System,"To secure a challenging position where I can effectively contribute my skills as Software Professional , possessing competent Technical Skills.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,B.E.,Computer Science & Engineering,"Java,Cpp", Simulink; OpenCV; MySQL;  Android-Studio;,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,B.E.,Computer Science & Engineering,"Python,Robotics","Socket-programming-c; C,CPP",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,B.E.,Computer Science & Engineering,"Cpp, Java",JQuery; C; Bootstrap; Javascript; cpp; HTML; Android; Php; CSS,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,B.E.,Computer Science & Engineering,"Cpp,Java",Deep Learning; Selenium; Cpp,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,B.E.,Computer Science & Engineering,Cloud Computing,Computer-hardware-assembly; Python;,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,B.E.,Computer Science & Engineering,"Python,Robotics","Cpp, Java",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,B.E.,Computer Science & Engineering,"python,Html","Cpp, Java",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,B.E.,Computer Science & Engineering,Cloud Computing, Simulink; OpenCV;  Unity-Game-Engine; Android-Studio;,Looking for a career opportunity which encourages personal growth and provides with a friendly work culture. Always keen on learning new things and skills which will be necessary with the rapidly changing environment.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,B.E.,Computer Science & Engineering,"Java,CPP",Java; Sql,To use my knowledge to the best and to develop my skills to adapt to a corporate world.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,B.E.,Computer Science & Engineering,"Cpp,C", Simulink; OpenCV; MySQL; SQLite; Unity-Game-Engine; Android-Studio;,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,B.E.,Computer Science & Engineering,"Python,Robotics",Core-Java; Bootstrap; cpp; HTML; MySql; CSS,"As a Beginner in the Industrial field ,while making a positive contribution ,I would like to build a career ,making the best use of my analytical ,creative and logical skills to perform the job efficiently.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,B.E.,Computer Science & Engineering,"Java,CPP","Cpp, Java",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,B.E.,Computer Science & Engineering,"PHP,Jquery",Team-Player; Java; Python; Timeliness; Javascript; cpp; HTML; MySQL; Curious,My objective is to become associated with a company where I can utilize my skills and gain further experience while enhancing the company’s productivity and reputation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,B.E.,Computer Science & Engineering,"Java,CPP",JAVA; Javascript; HTML; C-Programming; MYSQL; CSS,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,B.E.,Computer Science & Engineering,Cloud Computing,"Cpp, Java",NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,B.E.,Computer Science & Engineering,"Java,CPP",Data Structures; C; SQL,"To work in a firm with a professional work driven environment where I can learn new things as well as utilize and apply my knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational goals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,B.E.,Computer Science & Engineering,"Java,CPP",C; Core-Java; Linux; Web Technologies; cpp; Machine Learning; Data Mining; MySql,"To work hard with full determination and dedication to achieve organizational as well as personal goals and to serve
my parents and my country with the best of my abilities and skills.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,B.E.,Computer Science & Engineering,"Python,Robotics",HTML; C; Testing; Core Java; cpp,To succeed in an environment of growth and excellence and earn a job which provides me job satisfaction and self-development and help me achieve personal as well as organizational goals...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,B.E.,Computer Science & Engineering,"English, Marathi, Hindi",C; Java; Keras; Flask; Deep Learning; Selenium; Cpp,"Computer Engineering student with good technical skills and problem solving abilities. Areas of interest include Computer Vision, Deep Learning, Machine Learning, and Research.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,B.E.,Computer Science & Engineering,Hindi English,Java; Neural Networks; AI; Python; ,Interested in working under company offering AI/Neural Networking outlooks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,B.E.,Computer Science & Engineering,"C,CPP",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,B.E.,Computer Science & Engineering,Html; Wordpress; Css,OOPs; MySQL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,B.E.,Computer Science & Engineering,"Java,CPP", Javascript; cpp; mpi; Web-developement; ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,B.E.,Computer Science & Engineering,Html; Wordpress; Css,Assembly-language-programming; Angular; Css; RDBMS,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,B.E.,Computer Science & Engineering,"C,CPP,Java,Python",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,B.E.,Computer Science & Engineering,"C,CPP",C; Jav; Javascript; cpp; HTML; Wordpress; CSS,"As a  fresher, I would like to use my internship experience, creative and analytical skills to the best use by grabbing the best opportunities. My goal to always improvise on my knowledge and get as close as I can get to the perfection. I like to explore new possibilities and plans rather than to stick with the traditional paths and find answers to all the questions of which I do not know the answer to.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,B.E.,Computer Science & Engineering,"Cpp,Javascipt",DBMS; Java; cpp; Data-Structure; Open-cv; Machine-learning; Javascript(Basics),NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,B.E.,Computer Science & Engineering,"Java,CPP",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,B.E.,Computer Science & Engineering,"Java,CPP",Javascript; cpp; HTML; MySQL; PHP; CSS,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,B.E.,Computer Science & Engineering,Html; Wordpress; Css,CPP; OOPs; MySQL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1958,B.E.,Computer Science & Engineering,"Java,CPP",JQuery; c; Java; HTML; Data-structures;openmp; Android; ,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,B.E.,Computer Science & Engineering,"C,CPP",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,B.E.,Computer Science & Engineering,"BootStrap,CPP",Java; Python; mongodb; Linux; cpp; HTML; Mysql; Android; CSS,"A soon to be Computer Engineer with an acquaintance with technical areas like Web designing, Database Administration and android application development  along with a miscellaneous collection of management and human resource skills. Action oriented with a strong ability to work well with both technology and people.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,B.E.,Computer Science & Engineering,"C,CPP",Quick-learner; Management-Skills; Good-team-member; Punctual-and-honest; Consistent; Hardworker,"To be always creative and develop multi-functional skill to be always innovative,hardworking and adaptive . To apply my skill and knowledge in the best interest of the organisation I work for.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,B.E.,Computer Science & Engineering,"Java,CPP",cpp; MySQL,"Operating System : Windows,Ubuntu
Programming Languages : C,cpp,Java
Web Technology : HTML , CSS , PHP  , AngularJs , Jquery
database : Mysql ,MongoDB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,B.E.,Computer Science & Engineering,"Bootstrap,Web-Desigining",JQuery; C/cpp; Javascript; HTML; Linux; CSS,To work with an organization which provides me an opportunity to grow as a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,B.E.,Computer Science & Engineering,"Java,CPP",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,B.E.,Computer Science & Engineering,"C,CPP",Exceptional-communication-skills-in-verbal-and-written-as-well.; Strong-leadership-skills; Exceptional-presentation-skills; Comprehensive-knowledge-of-primary-development-in-languages-such-as-cpp-and-Java.,To work with a company which appreciates innovation so that I can enhance my knowledge and skills to give my best for the growth of the company.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,B.E.,Computer Science & Engineering,"Java,Neural Networks",XML; Python; HTML; cpp,"I will learn the innovative concepts. I can think of some structures in my mind for making things effective. 
I am also interested in management fields as i can easily interact with new persons.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,B.E.,Computer Science & Engineering,"CPP,C",C-programming(moderate); cpp-programming(moderate); Python-programming-(basic); Java-programming(moderate),To work for an organization which provides platform to utilize the best of my abilities and enhance them which benefits the organization as well.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,B.E.,Computer Science & Engineering,"Java,CPP",Data-Structures; Python; Java; cpp; Mysql,"To obtain a creative and challenging position in an organization that gives me an opportunity for self-improvement and leadership, while contributing to the symbolic growth of the organization with my technical, innovative and logical skills.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,B.E.,Computer Science & Engineering,"Bootstrap,Web-Desigining",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,B.E.,Computer Science & Engineering,"Java,CPP",Java; Javascript; cpp; HTML; PHP; CSS,To work in a pragmatic way in an organization where I can portray my talent and enhance my skills to meet company goals and objectives.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,B.E.,Computer Science & Engineering,HTML; PHP; Web-Development; CSS,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,B.E.,Computer Science & Engineering,"HTML,CSS",Java; HTML; Communication; Javascript; Leadership; MS-Office; Android; Presentation; Angular; CSS; Public-Speaking,"Ardent and zestful Computer Science and Engineering student seeking a job, internship or research opportunity which would allow me to utilize my strong research, programming, analytical and design skills and strategies to satisfy the requirement at your company and to further enhance and develop my abilities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,B.E.,Computer Science & Engineering,"BootStrap,CPP",DATA-STRUCTURES; JAVA; cpp,To secure a position where I can efficiently contribute my skills and abilities to the growth of the organization and build my professional career.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,B.E.,Computer Science & Engineering,"HTML,PHP", Java; cpp,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,B.E.,Computer Science & Engineering,"C,CPP",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,B.E.,Computer Science & Engineering,"C,CPP",HTML; Basic-Python; cpp; MySQL,"Seeking for an opportunity in a reputed organization which will help me deliver
my best and enhance my skills and help the organization to advance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,B.E.,Computer Science & Engineering,HTML; PHP; Web-Development; CSS,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,B.E.,Computer Science & Engineering,"XML,HTML",OOPs; MySQL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,B.E.,Computer Science & Engineering,"Java,Python",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,B.E.,Computer Science & Engineering,"HTML,CSS",Python; Data Structures; Java; cpp,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981,B.E.,Computer Science & Engineering,"C,CPP",Java; Data-Structures; Javascript; C-programing; python; cpp-programing; HTML; MySQL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982,B.E.,Computer Science & Engineering,"C,CPP",NA,Looking for perfection is the only way to motivate yourself. “ The pursuit of perfection often impedes improvement. “ Perfection itself is imperfection. “,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,B.E.,Computer Science & Engineering,"CPP,JAVA", Java; cpp,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984,B.E.,Computer Science & Engineering,Web-Designing; Bootstrap; Digital-Marketing; Javascript; HTML; Web-Development; PHP; CSS,cpp; MySQL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,B.E.,Computer Science & Engineering,"C,CPP,Java,Python",cpp; MySQL,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,B.E.,Computer Science & Engineering,Image-processing; GTTS; PLC; Opencv,Windows--Others:-HTML; Software:-Eclipse; JavaScript; Basics-of-Java----Systems:-Linux; NetBeans--Databases:-MySQL--Languages:---cpp; CSS,To be a part of progressive organization that gives a scope to enhance my knowledge and utilizing my skills towards the growth of the organization.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,B.E.,Computer Science & Engineering,"Cloud Computing,CPP",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,B.E.,Computer Science & Engineering,Digital-Marketing; Javascript;,Android; PHP; Blogging; CSS,"To work in a firm with a professional work driven environment where I can utilize and apply my knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational goals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,B.E.,Computer Science & Engineering,"CPP,JAVA",NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,B.E.,Computer Science & Engineering,"Java,Python",Python; Computer-Networking; Java,"To work in an Industry with a professional work driven environment where I can utilize and apply my
knowledge, skills which would enable me as a fresh graduate to grow while fulfilling organizational
goals.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
