Sr ,Degree 1,Degree 1 SpeCializations,Campus,Key Skills
3169,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3170,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3171,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3172,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
3173,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,JAVA"
3174,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
3175,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
3176,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
3177,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
3178,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3179,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3180,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3181,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3182,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3183,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3184,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
3185,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3186,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
3187,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3188,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,JAVA"
3189,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
3190,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,JAVA"
3191,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
3192,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
3193,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3194,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
3195,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3196,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3197,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
3198,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
3199,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3200,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3201,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3202,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3203,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3204,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3205,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3206,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3207,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3208,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3209,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3210,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3211,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
3212,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
3213,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
3214,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,PCB design"
3215,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
3216,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
3217,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3218,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3219,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3220,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3221,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3222,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
3223,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
3224,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"C,PCB design"
3225,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3226,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
3227,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3228,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3229,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
3230,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3231,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3232,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3233,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3234,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3235,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
3236,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, Cprogramming, Keil"
3237,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3238,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, C "
3239,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3240,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
3241,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3242,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EmbeddedC, MATLAB, C "
3243,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3244,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3245,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3246,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3247,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3248,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3249,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
3250,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
3251,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, Cprogramming, Keil"
3252,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3253,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3254,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3255,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3256,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3257,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, Cprogramming, Keil"
3258,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3259,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3260,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3261,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3262,B E ,Electronics  Telecommunication Engineering,MITCOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3263,B E ,Electronics  Telecommunication Engineering,MITCOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3264,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3265,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3266,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
3267,B E ,Computer Science  Engineering,MITAOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3268,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3269,B E ,Electronics  Telecommunication Engineering,MITAOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3270,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3271,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3272,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3273,B E ,Computer Science  Engineering,MITAOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3274,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3275,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3276,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3277,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3278,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3279,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3280,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3281,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3282,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3283,B E ,Computer Science  Engineering,MITCOE,"Java, JavasCript, CPP, Laravel Phpframework  , HTML, Android, php, CSS"
3284,B E ,Electronics  Telecommunication Engineering,MITCOE,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3285,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3286,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3287,B E ,Electronics  Telecommunication Engineering,MITCOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3288,B E ,Electronics  Telecommunication Engineering,MITAOE,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3289,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3290,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3291,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3292,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
3293,B E ,Mechanical,MITAOE,CATIA
3294,B E ,Mechanical,MITAOE,CATIA
3295,B E ,Mechanical,MITCOE,CATIA
3296,B E ,Mechanical,MITCOE,CATIA
3297,B E ,Mechanical,MITAOE,AUTOCAD
3298,B E ,Mechanical,MITAOE,AUTOCAD
3299,B E ,Mechanical,MITCOE,"CAD,CAM"
3300,B E ,Mechanical,MITCOE,AUTOCAD
3301,B E ,Mechanical,MITAOE,"CAD,CAM"
3302,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3303,B E ,Electronics  Telecommunication Engineering,MITAOE,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
3304,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
3305,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
3306,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
3307,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"AmazonWebServiCes, C CPP, Arduino, MongoDB, Linux, Golang,Microcontrollers, Gobot, InternetofThings, MATLAB, SQL, PHP"
3308,B E ,Mechanical,MITAOE,CATIA
3309,B E ,Mechanical,MITCOE,AUTOCAD
3310,B E ,Mechanical,MITCOE,"CAD,CAM"
3311,B E ,Mechanical,MITCOE,"CAD,CAM"
3312,B E ,Mechanical,MITAOE,"CAD,CAM"
3313,B E ,Mechanical,MITCOE,"CAD,CAM"
3314,B E ,Mechanical,MITCOE,"CAD,CAM"
3315,B E ,Mechanical,MITAOE,"CAD,CAM"
3316,B E ,Mechanical,MITAOE,"CAD,CAM"
3317,B E ,Mechanical,MITCOE,"CAD,CAM"
3318,B E ,Mechanical,MITCOE,"CAD,CAM"
3319,B E ,Mechanical,MITAOE,AUTOCAD
3320,B E ,Mechanical,MITCOE,"ProE,CATIA"
3321,B E ,Mechanical,MITAOE,"ProE,CATIA"
3322,B E ,Mechanical,MITAOE,"CAD,CAM"
3323,B E ,Mechanical,MITAOE,"CAD,CAM"
3324,B E ,Mechanical,MITAOE,"ProE,CATIA"
3325,B E ,Mechanical,MITCOE,"ProE,CATIA"
3326,B E ,Mechanical,MITAOE,"ProE,CATIA"
3327,B E ,Mechanical,MITCOE,"ProE,CATIA"
3328,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
3329,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
3330,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3331,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3332,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3333,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
3334,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3335,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3336,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3337,B E ,Mechanical,MITCOE,"ProE,CATIA"
3338,B E ,Mechanical,MITAOE,"ProE,CATIA"
3339,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
3340,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3341,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3342,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"EAGLE, MiCrosoftoffiCe, ProgrammingLanguageCCPP, SimulationSoftwareProteusMultisem, Goodorganizingskills, MATLAB, MySQL"
3343,B E ,Mechanical,MITAOE,CATIA
3344,B E ,Mechanical,MITAOE,CATIA
3345,B E ,Mechanical,MITAOE,CATIA
3346,B E ,Mechanical,MITAOE,"CAD,CAM"
3347,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3348,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3349,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3350,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
3351,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3352,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3353,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
3354,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
3355,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3356,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
3357,B E ,Mechanical,MITCOE,"CAD,CAM"
3358,B E ,Mechanical,MITCOE,AUTOCAD
3359,B E ,Mechanical,MITAOE,AUTOCAD
3360,B E ,Mechanical,MITAOE,"CAD,CAM"
3361,B E ,Mechanical,MITAOE,"ProE,CATIA"
3362,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3363,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3364,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3365,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3366,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3367,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
3368,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3369,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3370,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3371,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3372,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3373,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3374,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3375,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3376,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3377,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3378,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
3379,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
3380,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,JAVA"
3381,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,PCB design"
3382,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3383,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
3384,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3385,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3386,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3387,M TeCh ,Electronics  Telecommunication Engineering,MIT  WPU,"LoRateChnology, C, MathematiCaltoolMATLAB, basiCsofEmbeddedCPython, VHDL, platformWindowsandUNIX, EDATOOLMentorGraphiCs, PspiCe, ARM7, Python, Windows"
3388,B E ,Mechanical,MITCOE,CATIA
3389,B E ,Mechanical,MITCOE,CATIA
3390,B E ,Mechanical,MITAOE,AUTOCAD
3391,B E ,Mechanical,MITAOE,"CAD,CAM"
3392,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3393,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3394,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3395,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3396,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3397,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3398,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3399,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3400,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3401,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3402,B E ,Mechanical,MITAOE,AUTOCAD
3403,B E ,Mechanical,MITCOE,"ProE,CATIA"
3404,B E ,Mechanical,MITAOE,"ProE,CATIA"
3405,B E ,Mechanical,MITCOE,"ProE,CATIA"
3406,B E ,Mechanical,MITAOE,"ProE,CATIA"
3407,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,JAVA"
3408,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
3409,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,JAVA"
3410,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","C,PCB design"
3411,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3412,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3413,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3414,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3415,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3416,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3417,B E ,Electronics  Telecommunication Engineering,MITCOE,"EmbeddedC, MATLAB, C "
3418,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3419,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3420,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3421,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3422,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3423,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3424,B E ,Computer Science  Engineering,MITAOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3425,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3426,B E ,Computer Science  Engineering,MITCOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3427,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
3428,B E ,Mechanical,MITCOE,"SOLIDWORKS, AUTOCAD, CREO"
3429,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3430,B E ,Civil Engineering,MITCOE,"MSCIT, Leadership, AUTOCAD"
3431,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3432,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3433,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3434,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3435,B E ,Mechanical,MITAOE,"AutoCAD, PROE"
3436,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3437,B E ,Computer Science  Engineering,MITCOE,"C, Java, CPP, HTML, CMStool, MYSQL"
3438,B E ,Electronics  Telecommunication Engineering,"MIT,Pune","EmbeddedC, MATLAB, C "
3439,B E ,Computer Science  Engineering,MITAOE,"CPPProgramming, Core JAVA, CProgramming, MySql"
3440,B E ,Electronics  Telecommunication Engineering,MITAOE,"EmbeddedC, MATLAB, Cprogramming, Keil"
3441,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3442,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3443,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3444,B E ,Mechanical,MITCOE,"AutoCAD, PROE"
3445,B E ,Mechanical,MITAOE,"SOLIDWORKS, AUTOCAD, CREO"
3446,B E ,Electronics  Telecommunication Engineering,MITCOE,"C,JAVA"
3447,B E ,Electronics  Telecommunication Engineering,MITAOE,"C,JAVA"
